도로코드,도로명,전체 유동인구,남성 유동인구,여성 유동인구,10대 유동인구,20대 유동인구,30대 유동인구,40대 유동인구, 50대 유동인구, 60대 이상 유동인구
001409,종로65길,136523,72843,63679,7159,30477,24183,23909,27836,22959
001410,종암로14길,65785,32826,32958,6191,15119,10658,11330,11324,11164
001411,종암로19길,29773,15532,14241,1972,6426,5369,5830,4672,5506
001412,종암로27길,84021,41026,42995,7156,18107,15308,17029,12951,13469
001413,종암로28길,18157,9192,8965,1269,3604,3412,3483,3501,2889
001414,종암로40길,43521,21709,21811,2509,11053,8528,7677,7535,6220
001415,종암로5길,35212,16893,18319,3711,19944,4467,2257,3126,1707
001416,주흥13길,20555,9824,10731,387,6467,5465,3752,2552,1933
001417,주흥길,401508,207235,194273,16205,135882,110545,66282,41117,31478
001418,중계로12가길,5621,2651,2970,1033,1158,400,1389,1161,480
001419,중계로18길,17777,8719,9058,5912,2968,1585,3604,2291,1418
001420,중계로19길,3703,1584,2119,778,535,296,1047,595,453
001421,중계로6길,1904,907,997,1,317,27,705,835,20
001422,중대로9길,171050,94838,76211,7839,35437,38195,35505,33460,20614
001423,중랑역로13길,31982,15624,16358,1091,6231,5632,5487,7247,6294
001424,중랑천로10길,149900,77405,72495,7908,38464,29038,25740,27900,20850
001425,중랑천로12길,102321,52494,49827,7034,30106,20141,16363,16992,11686
001426,중림로5길,15481,8145,7336,553,3890,4537,2969,2043,1488
001427,중앙1길,97874,47694,50180,2680,32702,18952,13610,14159,15772
001428,중앙1나길,21543,10651,10892,607,7315,4125,2890,3039,3566
001429,중앙2길,12187,6087,6101,393,3735,2406,1841,1913,1899
001430,중앙길,63495,30903,32592,1424,19387,12852,9727,9835,10270
001431,중앙로1길,35173,18146,17027,4748,6238,5947,6544,6682,5013
001432,중앙로33길,46758,24642,22116,1634,9088,8064,9330,10030,8611
001433,중앙로34길,64366,33544,30823,5136,11424,11030,13142,13197,10438
001434,중앙로45길,41132,20871,20262,1177,7672,8489,7986,8722,7086
001435,중앙로46길,50357,25962,24395,3333,9974,9808,9263,9619,8360
001436,중앙로6길,110178,67766,42412,19873,43304,13986,12739,11875,8401
001437,증가로10길,128454,63950,64504,27704,66858,10449,10564,8185,4692
001438,증가로12나길,81150,38594,42556,12718,32103,10583,10110,9581,6056
001439,증가로20길,62704,30215,32489,8774,18810,9525,9531,9005,7060
001440,증가로23나길,8012,4045,3967,624,1715,1427,1410,1465,1371
001441,증가로24바길,13460,6574,6885,1205,2670,2422,2404,2471,2287
001442,증가로25길,2213,1128,1085,176,416,409,447,386,379
001443,증가로29길,24665,12071,12594,1238,5007,5493,3805,4502,4619
001444,증가로30길,85076,45177,39899,6174,15957,16989,15380,17399,13177
001445,증가로8길,70554,36822,33731,10539,30571,8175,8117,7327,5824
001446,증산로15길,36977,21010,15967,2249,6663,6194,6496,8186,7188
001447,증산로17길,77836,41665,36171,6194,14531,13676,14094,15269,14072
001448,증산로19길,16167,8060,8107,358,3023,4097,3119,3044,2526
001449,증산로21길,74402,38404,35998,5351,13996,15672,13676,14263,11445
001450,증산로23길,69864,35240,34624,5791,14916,13045,12422,13016,10675
001451,증산로3길,21365,12202,9163,521,4720,4767,3493,4423,3441
001452,증산로9길,40913,21999,18913,2067,6919,8287,7624,9027,6989
001453,증산서길,58801,31883,26918,1923,12229,11989,10793,11455,10413
001454,지봉로12길,33051,16864,16187,2717,6018,6945,5759,6185,5426
001455,지봉로17길,17490,8797,8692,1111,3390,3933,2990,3238,2828
001456,지봉로20길,69647,37682,31965,6189,23142,11878,10322,10274,7842
001457,지봉로4길,26799,13913,12886,862,5885,6480,4953,4682,3937
001458,지봉로5길,17552,8730,8822,1193,3169,3226,3071,3893,2999
001459,지봉로7길,43725,21259,22466,3039,7748,8113,7892,9424,7508
001460,지봉로8길,89091,44919,44173,5730,16261,16490,15755,19054,15803
001461,지양로3길,4844,2659,2185,294,737,816,1063,1186,748
001462,진흥로12길,19573,9161,10412,483,4113,4412,3416,3704,3444
001463,진흥로1길,199325,93465,105860,11923,39814,41664,39770,36016,30138
001464,진흥로22길,20570,10303,10267,1760,3833,3050,4016,4212,3699
001465,진흥로7길,58121,27776,30345,1554,10512,13074,11074,11748,10160
001466,창경궁로13길,6898,4732,2166,113,1170,1120,1134,1576,1784
001467,창경궁로1길,6994,4574,2420,102,1061,1095,1418,1840,1478
001468,창경궁로27길,67340,33587,33753,8126,33843,9353,6637,5327,4054
001469,창경궁로35길,33268,15429,17839,2351,9784,5960,5361,5293,4519
001470,창경궁로43길,78106,36566,41540,6286,21174,15377,12836,12221,10213
001471,창덕궁1길,46043,28478,17565,3231,9253,13566,9725,6586,3682
001472,창덕궁길,26975,16612,10363,3254,5510,8132,5284,3564,1232
001473,창신2길,15910,7632,8277,833,2493,2045,3184,4401,2954
001474,창신3길,9830,4784,5045,469,1554,1487,1869,2624,1827
001475,창신5가길,18637,9181,9456,942,2895,3047,3478,4757,3519
001476,창신5길,89121,44088,45033,4295,14008,14408,16467,23341,16603
001477,창신6길,40195,20021,20174,2244,6716,6860,7597,9380,7398
001478,창신길,141964,70783,71182,8110,27617,23789,27399,31047,24003
001479,창의문로11길,2454,1016,1438,19,713,459,410,490,364
001480,천장산로4길,53355,27075,26281,5889,31260,5771,4746,3799,1890
001481,천장산로7길,93049,44006,49043,14843,58890,7081,5379,4273,2583
001482,천장산로9길,48999,23835,25163,7713,30415,3641,2928,2535,1767
001483,천중로40길,41828,20705,21124,2608,8361,9133,7800,7950,5977
001484,천중로50길,148832,74827,74006,6964,31560,29387,26938,29765,24218
001485,천호대로111길,180528,90061,90468,7608,52847,42614,26861,27921,22678
001486,천호대로134길,27759,14295,13464,3710,4676,5606,5177,4876,3714
001487,천호대로13길,93783,53387,40396,7723,26796,18826,15347,14293,10798
001488,천호대로16길,21752,12066,9686,383,4721,4785,4002,4420,3441
001489,천호대로170길,133879,69283,64596,7185,27654,29810,23866,25707,19658
001490,천호대로17길,41272,21373,19899,1021,11043,9040,6355,8237,5575
001491,천호대로27길,38300,19008,19293,2266,9526,6934,6366,6822,6385
001492,천호대로45가길,26945,14034,12912,206,5518,6256,4096,5209,5660
001493,천호대로4길,7634,4389,3246,171,1444,1862,1460,1279,1420
001494,천호대로77나길,8984,4994,3990,87,1784,2027,1843,1832,1411
001495,천호대로7길,2072,1312,760,6,374,365,297,667,363
001496,천호옛14길,81160,41959,39200,5152,27168,17280,11847,11327,8386
001497,청계천로10나길,24488,14051,10436,576,4253,5699,5099,5156,3705
001498,청계천로12가길,25133,14875,10258,546,4372,5879,5428,5379,3529
001499,청구로14길,13552,6626,6926,171,2964,2328,2745,3342,2003
001500,청구로17길,48271,24611,23660,2558,12294,9561,9027,8410,6421
001501,청구로1길,24856,11594,13262,1433,4973,5336,4464,4262,4387
001502,청구로21길,44982,23181,21801,1649,11756,8862,8672,8033,6011
001503,청구로3길,181591,87848,93743,10548,40603,38399,31593,31557,28890
001504,청구로6길,53071,26980,26092,1837,13504,12549,10381,9361,5439
001505,청두곶길,104280,45041,59239,6704,22373,22462,17757,16376,18608
001506,청룡10길,65152,33399,31753,4465,20504,11867,9749,9622,8945
001507,청룡3길,171834,87411,84423,8466,73168,33574,19220,19751,17653
001508,청룡4길,168848,80713,88136,8454,42359,29941,25700,29880,32514
001509,청룡7길,300195,152126,148069,14157,130615,58459,32752,33967,30245
001510,청룡8길,207067,103694,103373,11189,66725,39061,29307,30945,29839
001511,청룡길,264421,133533,130888,12866,102713,52054,32675,33997,30115
001512,청룡마을길,2537,1418,1119,8,129,614,491,640,656
001513,청룡중앙길,110645,56964,53681,6280,48840,20764,12866,12175,9721
001514,청림2길,28348,13449,14899,590,5041,7032,5246,4953,5486
001515,청림5길,45023,21468,23555,939,8180,10057,7851,8267,9728
001516,청림길,16742,8023,8719,286,2877,4414,3054,2920,3191
001517,청파로43길,78790,26876,51913,9392,38259,12603,7658,6169,4709
001518,청파로45길,31559,14729,16830,2842,12659,6261,4079,3143,2574
001519,청파로47길,239615,72665,166950,32906,121188,33454,21502,17305,13260
001520,청파로49길,81251,28950,52301,9532,38471,13047,8116,6808,5279
001521,청파로61길,2412,1250,1161,93,639,678,400,344,257
001522,청파로85길,18053,10208,7844,303,4423,4436,3936,3304,1651
001523,청파로89길,38894,21911,16983,383,9230,9859,8649,7271,3503
001524,청파로93길,37600,21592,16009,324,8586,9428,8259,7078,3926
001525,청황길,4381,2826,1555,153,356,1095,1193,1033,551
001526,초록마을로8길,132685,61941,70744,9442,28027,34372,24996,15891,19957
001527,충정로4길,105076,56406,48670,3400,27142,29865,20370,14221,10077
001528,충정로5길,8149,4519,3630,357,1861,2043,1843,1208,836
001529,충정로6길,26438,14846,11593,912,5540,7422,6100,3872,2593
001530,충정로9길,9071,4316,4755,172,2036,2624,2313,1099,828
001531,탑골로2길,12443,6852,5591,840,2048,2161,2539,2705,2150
001532,탑골로4길,8539,4525,4014,650,1283,1405,1726,2051,1424
001533,탑골로5가길,5952,3411,2541,185,926,985,1324,1525,1008
001534,토정로11길,20463,9891,10572,801,8153,5498,2543,1870,1597
001535,토정로17길,11895,5798,6098,832,2161,2829,2493,1726,1855
001536,토정로31길,13537,6440,7097,528,2303,3174,3540,2206,1786
001537,토정로37길,47339,24151,23188,2089,9460,12384,10778,7450,5178
001538,통일로12길,82144,40343,41801,6579,14579,13398,16312,15054,16222
001539,통일로14길,31734,15425,16309,3648,5184,5540,5825,5271,6266
001540,통일로25길,13157,6661,6496,809,2410,2486,2640,2496,2318
001541,통일로26길,30474,15474,15000,2193,5426,5574,6111,5795,5376
001542,통일로34길,5701,2888,2813,393,937,1037,1205,1091,1039
001543,통일로36길,10937,5121,5816,52,2299,2636,1924,2026,2000
001544,통일로37길,21920,10608,11311,1200,4728,4418,3714,4180,3679
001545,통일로39가길,92970,44151,48819,6464,20027,14288,16262,18932,16996
001546,통일로40길,30965,14635,16331,2273,6710,4570,5393,6398,5621
001547,통일로61길,21837,10666,11171,975,4299,4581,3940,4401,3642
001548,통일로63길,81700,40104,41596,3192,18433,14204,14115,17377,14379
001549,통일로66길,11364,5577,5788,375,1988,1960,2137,2388,2516
001550,통일로67길,280969,130302,150666,22026,58710,48109,47680,53121,51323
001551,통일로68길,50123,23612,26512,3562,10213,8973,8375,9693,9308
001552,통일로69길,41514,19580,21933,1391,7993,9273,7305,8337,7214
001553,통일로71길,71847,30242,41604,4726,13382,14109,13864,13779,11986
001554,통일로73길,27024,12360,14664,1749,5071,5366,5077,4657,5105
001555,통일로77길,54111,24736,29375,2944,13919,10089,9093,9068,8998
001556,통일로78길,132972,62477,70496,9535,30765,22604,22249,23445,24374
001557,통일로83길,96526,44421,52105,11576,25469,17920,16537,13847,11176
001558,통일로85길,60067,30087,29981,6473,14650,11265,10518,9320,7842
001559,통일로87길,65314,34820,30495,6176,16690,12245,11534,10088,8581
001560,통일로89길,47699,24925,22774,3850,11282,8882,8328,8066,7291
001561,통일로92길,167497,86577,80920,12347,30673,29235,30136,32229,32877
001562,통일로9길,2276,1095,1181,158,429,435,447,418,388
001563,퇴계로10길,14724,6765,7959,302,3039,3759,3108,2282,2235
001564,퇴계로20길,9799,4054,5745,1382,2703,1922,1591,1201,1000
001565,퇴계로28길,15178,8898,6281,505,3485,3787,3415,2487,1499
001566,퇴계로32길,4543,2643,1901,213,1153,1039,930,708,502
001567,퇴계로46길,93296,48330,44966,9459,38527,19123,11634,8658,5894
001568,퇴계로4길,104598,45457,59142,1211,14210,24564,20987,21266,22361
001569,퇴계로53길,6641,3980,2661,30,1938,2026,1267,876,504
001570,퇴계로56길,48741,25437,23304,2065,13494,11716,7930,7701,5836
001571,퇴계로74길,66583,35661,30922,1967,17910,18163,11539,10571,6433
001572,퇴계로76길,150559,80055,70504,5061,41852,38832,27612,24329,12873
001573,퇴계로83길,108746,58156,50590,1767,23335,21409,17416,23449,21370
001574,퇴계로87길,216514,114841,101673,5374,42481,42598,37039,47562,41460
001575,퇴계로88길,73091,38442,34649,3828,14314,15357,12524,14897,12170
001576,퇴계로8길,157029,70772,86257,3582,25027,37079,31849,29488,30004
001577,퇴계로90길,35601,18836,16765,1992,8112,8757,5670,6213,4857
001578,팔판길,25617,11363,14254,1539,7024,6075,4637,3743,2599
001579,평창11길,5340,1590,3750,279,630,984,1068,1186,1192
001580,평창길,40381,17580,22800,4790,6414,6685,7222,7838,7430
001581,포방터2길,14429,7513,6916,1234,2736,2046,2812,2916,2684
001582,포방터길,26325,13256,13069,2500,5116,3859,5028,4953,4869
001583,풍성로25길,25967,13680,12287,719,4535,4778,4492,5535,5908
001584,풍성로37가길,39848,18347,21501,1183,6723,9350,7482,7520,7592
001585,풍성로54길,28172,14526,13646,2360,4971,5368,5266,5723,4484
001586,필운대로1길,20560,9111,11449,2327,4299,4007,4082,3063,2783
001587,필운대로5가길,46588,18513,28074,6969,13010,9641,7300,5324,4345
001588,필운대로6길,23337,9955,13382,2673,6423,5382,3921,2920,2020
001589,필운대로7길,20563,8562,12001,2446,5808,5127,3056,2661,1464
001590,필운대로9가길,3268,1334,1934,378,1033,1072,346,438,1
001591,학동로20길,22902,11604,11298,421,8240,7075,3058,2022,2086
001592,한가람로16길,3006,1711,1295,46,582,758,512,626,481
001593,한강대로104마길,23345,13869,9476,377,5350,5690,5156,3937,2834
001594,한강대로10길,7187,4313,2874,569,1116,1645,1521,1454,882
001595,한강대로15길,7212,4467,2745,158,1609,1716,1447,1216,1066
001596,한강대로21길,7571,5064,2507,443,2057,1651,1344,1210,865
001597,한강대로23길,9627,5812,3815,639,2491,2055,1787,1545,1110
001598,한강대로38길,8621,4879,3742,218,2127,2434,1837,1235,769
001599,한강대로40길,23837,13684,10152,608,6982,6878,4883,2802,1685
001600,한강대로43길,33595,18880,14715,636,9587,10546,6529,3874,2422
001601,한강대로52길,150477,75591,74885,5400,57351,51758,22067,8983,4917
001602,한강대로62가길,6576,3035,3541,0,1778,2463,1013,869,452
001603,한강대로62길,30420,16775,13645,479,8361,9367,5610,4081,2523
001604,한강대로62다길,11208,6826,4382,244,2365,2699,2532,2012,1356
001605,한강대로7길,32662,17224,15438,707,6449,7906,6784,5807,5010
001606,한강대로88길,17719,11419,6300,2008,5423,2982,2526,2506,2274
001607,한강대로96길,39843,24055,15789,3053,10747,8599,6556,5707,5181
001608,한글비석로1길,4037,1922,2116,281,826,624,741,914,653
001609,한글비석로20길,65290,34879,30411,5645,12724,10108,13094,13649,10070
001610,한글비석로23길,344240,169223,175017,26372,63622,50943,59013,76650,67641
001611,한글비석로24나길,15608,7503,8106,851,3091,2456,2819,2953,3439
001612,한글비석로46길,154474,77618,76856,9755,31129,23845,27777,30055,31914
001613,한글비석로47길,118446,57797,60648,11567,21978,18082,20390,24525,21903
001614,한글비석로48길,12140,5688,6452,1436,2298,1988,2339,2370,1709
001615,한남대로10길,33497,15000,18497,416,7960,10337,6679,4165,3940
001616,한남대로20길,28338,12334,16004,319,6852,8880,5643,3478,3166
001617,한남대로21길,11550,5496,6054,103,2949,2902,2236,1630,1730
001618,한남대로27길,43980,19054,24926,1148,16197,13185,6783,3956,2711
001619,한남대로42길,6062,3125,2936,39,1321,1987,1642,586,487
001620,한림말1길,47361,21336,26025,2441,8739,10920,9358,7816,8087
001621,한림말3길,80770,36078,44692,4090,14728,18404,15825,13848,13876
001622,한림말길,64410,28698,35713,3049,11095,14791,12453,11352,11671
001623,한천로101가길,16175,8456,7719,316,1438,3331,4179,4475,2437
001625,한천로109가길,21120,10238,10883,1902,3709,3657,4105,3771,3976
001626,한천로109길,25354,12175,13179,2165,4546,4131,5006,4612,4894
001627,한천로11길,27423,15725,11697,1030,4580,6021,5436,5745,4611
001628,한천로129길,21922,10584,11338,1103,6124,3933,3664,3711,3388
001629,한천로130길,188146,96865,91281,9675,42975,33985,34507,35392,31612
001630,한천로131길,71956,34429,37527,3399,20399,12874,11954,12329,11001
001631,한천로132길,240922,126071,114851,10646,57300,43474,44163,46078,39261
001632,한천로134길,43941,21817,22124,1913,11515,7900,7530,8170,6913
001633,한천로143길,117236,60744,56493,6745,34354,20715,18796,19551,17075
001634,한천로144길,117397,58979,58418,3203,28198,22826,20896,22273,20001
001635,한천로14길,119210,67465,51745,1429,23842,28400,23506,24906,17127
001636,한천로150길,156827,82306,74521,4816,37425,28868,27921,31596,26200
001637,한천로155길,76251,36979,39272,4451,13553,13629,13309,16744,14565
001638,한천로159길,4626,2066,2561,350,1094,801,920,856,604
001639,한천로160길,55215,26479,28736,2981,10422,9750,10699,11331,10032
001640,한천로170길,124478,58075,66404,7530,26832,20183,22880,24566,22488
001641,한천로17길,7428,3883,3546,147,1136,1767,1625,1475,1279
001642,한천로18길,22994,12715,10278,107,4121,5370,4509,5389,3498
001643,한천로24길,72400,38442,33958,1455,13563,18347,14214,14647,10173
001644,한천로28길,17639,9252,8386,1049,2915,4041,3472,3354,2807
001645,한천로33길,21688,10833,10855,950,3573,4243,4328,4132,4463
001646,한천로36길,41718,21687,20032,1607,7177,8166,8744,8215,7809
001647,한천로46길,30609,15326,15283,3028,5543,5937,5884,5302,4915
001648,한천로58길,12967,6483,6484,1054,2308,2440,2348,2436,2381
001649,한천로63길,3246,1749,1498,44,466,790,362,720,864
001650,한천로69길,14410,8791,5618,1053,2442,2002,3210,3049,2655
001651,한천로70길,8372,5917,2455,1453,585,680,1830,2085,1740
001652,한천로76다길,29085,14862,14224,3084,6179,4949,4864,5736,4274
001653,한천로78길,56877,29260,27618,5069,12516,9906,9743,11157,8486
001654,한천로80길,50857,27214,23643,3552,11037,8853,8870,10415,8130
001655,한천로90길,11394,6707,4687,1303,1831,1342,2049,2484,2385
001656,해등로16길,57017,29276,27741,4243,12090,10344,9695,11186,9458
001657,해등로26길,14675,6691,7985,1240,2804,2429,2537,3085,2582
001658,행당로17길,28908,14258,14650,2393,7104,5396,5057,5096,3862
001659,행당로1길,38438,18210,20228,2804,6568,9496,7407,6231,5932
001660,행당로8길,17819,8680,9139,1636,3151,4149,3628,2601,2655
001661,행당로9길,7753,3641,4112,575,1761,1777,1450,1208,982
001662,행운1길,152762,77141,75622,7130,56744,31702,19408,19138,18641
001663,행운길,197556,98898,98658,8292,73412,43829,25103,22953,23967
001664,혜화로14길,28340,14267,14073,4615,5993,4614,5614,3864,3640
001665,혜화로3길,44247,23074,21173,6304,19531,5815,4956,4796,2845
001666,혜화로9길,55921,27816,28106,7808,19808,7921,8088,6713,5584
001667,호암로18길,13809,7967,5842,971,4919,2987,1885,1509,1537
001668,호암로22길,127582,79698,47884,7168,59878,28008,13538,10072,8918
001669,호암로26길,421301,262160,159141,21218,198313,88887,45790,37280,29813
001670,홍릉로12길,9230,4863,4367,242,1665,1735,1566,1826,2196
001671,홍릉로18길,15090,7962,7128,395,2830,2729,2615,2919,3603
001672,홍릉로1가길,18963,10525,8438,119,2086,2428,2620,4648,7062
001673,홍릉로29길,9911,5580,4331,399,2331,1713,1483,2058,1927
001674,홍릉로5길,95614,52855,42759,1468,11960,12755,13848,23403,32179
001675,홍연길,40210,22174,18037,1129,7582,8811,8641,6989,7059
001676,홍은중앙로8길,24286,12213,12074,2219,4446,3526,4504,4664,4927
001677,홍은중앙로9길,20961,10895,10066,1549,3562,2940,3801,4539,4570
001678,홍제내2나길,5898,2539,3359,297,1538,771,921,1259,1111
001679,홍제내길,39038,18159,20878,3435,7980,6804,7251,7010,6558
001680,홍제천로2길,18576,8547,10029,1227,4374,4194,3481,2593,2706
001681,홍제천로4길,16198,8412,7786,869,4140,2840,2984,2817,2548
001682,홍지문2길,13146,6152,6994,2379,7153,985,1008,969,652
001683,홍지문길,18831,9010,9821,2519,8942,1833,1977,2178,1382
001684,화계사길,6897,3008,3889,1161,1220,818,1033,1620,1045
001685,화곡로15길,76997,38922,38075,3901,16190,17268,12270,13678,13689
001686,화곡로20길,59340,30145,29195,3434,14465,12609,10138,9859,8834
001687,화곡로25길,70360,33850,36511,5360,22198,16570,10039,9535,6659
001688,화곡로31길,98699,45997,52701,4464,21065,22904,17104,16843,16319
001689,화곡로42길,34941,18723,16218,2031,9143,8422,6429,4974,3943
001690,화랑로11길,63129,27528,35601,5179,17696,12213,11454,8571,8015
001691,화랑로18나길,9825,5138,4687,464,1900,1477,1972,2197,1815
001692,화랑로19길,41586,21866,19720,1758,7113,6541,8597,9709,7868
001693,화랑로1길,52338,23229,29109,2885,9461,12860,11149,8492,7490
001694,화랑로22길,17072,9043,8029,792,3629,2590,3292,3642,3128
001695,화랑로23길,10618,5634,4984,175,1384,1795,2410,2763,2091
001696,화랑로25길,10454,5557,4897,443,1641,1673,2142,2589,1965
001697,화랑로32길,120333,64183,56150,2546,28040,20317,26092,25151,18187
001698,화랑로37길,24200,11914,12286,1312,5283,4511,3987,4983,4125
001699,화랑로40길,63530,35486,28044,3389,12967,11052,11380,13735,11007
001700,화랑로43길,6557,3741,2816,275,1462,1290,1155,1119,1256
001701,화랑로45길,19766,10671,9095,1433,4818,3550,3416,3232,3318
001702,화랑로47길,25679,13856,11823,2036,6315,4550,4375,4114,4288
001704,화랑로51길,4957,2049,2908,861,1271,627,1001,635,562
001705,화랑로53길,188,23,165,39,120,3,12,14,0
001706,화랑로5길,25023,12311,12712,1591,5239,4803,4889,4563,3939
001707,환일길,45332,22698,22634,1361,10077,11960,7795,8259,5880
001708,황물로15길,19034,11968,7067,647,3392,3852,3480,4352,3312
001709,황물로3길,111128,56867,54261,3619,24830,22731,20854,20760,18334
001710,회기로21길,102575,49161,53414,13782,53697,12640,8588,7519,6349
001711,회기로23길,89450,44203,45246,11272,48022,11613,7432,6151,4960
001712,회기로26길,30069,15021,15048,3418,15677,4093,2663,2302,1916
001713,회기로28길,34391,17945,16447,3013,17311,5078,3435,2987,2567
001714,회기로29길,78899,36973,41926,7231,38513,10616,8333,7011,7195
001715,회나무로13길,57070,24906,32164,1565,19324,16877,8646,5266,5392
001716,회나무로13나길,44710,19759,24951,294,14346,13919,7247,4542,4363
001717,회나무로44길,84265,39533,44731,2029,37609,23126,10799,6500,4202
001718,효령로29길,42922,21196,21726,4849,11584,8169,6848,5862,5609
001719,효령로34길,34725,17141,17585,3167,7816,6720,5381,5448,6195
001720,효령로40길,17622,10251,7372,2896,2580,3387,3545,2772,2442
001721,효령로67길,43906,21516,22390,447,9777,11089,9532,6384,6677
001722,효령로68길,19036,10633,8403,333,3741,5229,4559,2640,2534
001723,효령로74길,28733,15136,13597,1400,5919,7086,5811,4780,3737
001724,효창원로39길,43259,21566,21693,2340,7358,9477,8722,7625,7737
001725,효창원로62길,34326,16672,17654,2148,7483,8020,5471,6461,4742
001726,효창원로69길,15120,7336,7784,1040,3847,3335,3275,2048,1575
001727,효창원로70길,30265,13540,16725,3636,7831,6088,4873,4060,3777
001728,효창원로8길,22920,12055,10865,1491,4036,5007,5049,4140,3196
001729,효창원로93길,72702,29065,43638,5880,23392,13504,11308,11213,7406
001730,효창원로95길,45003,12413,32590,7089,19425,4829,4584,5482,3593
001731,효창원로98길,99789,48121,51668,7993,25901,18651,17627,17470,12147
001732,후암로13길,12745,6995,5750,1048,2554,3177,2591,1678,1698
001733,후암로23길,10445,5423,5022,308,2162,2017,2228,1949,1780
001734,후암로30길,12507,6627,5880,360,2788,2983,2724,2097,1555
001735,후암로35길,14332,7877,6454,314,3102,3213,2994,2580,2129
001736,후암로4길,31298,14374,16924,809,7247,8624,6616,4380,3622
001737,후암로57길,48245,27173,21072,1258,12772,12490,9972,7075,4677
001738,휘경로10길,20618,11528,9091,2465,9898,2853,2175,1853,1374
001739,휘경로11가길,10194,5607,4586,637,3881,1708,1198,1407,1362
001740,휘경로14길,31104,15836,15268,2492,12296,4963,3988,4121,3244
001741,휘경로23길,24948,13006,11942,656,5789,4955,3928,5017,4603
001742,휘경로2길,129840,65232,64608,16274,74310,15697,9822,8253,5485
001743,휘경로3길,227927,113411,114517,26088,126128,27623,19024,16245,12819
001744,희우정로16길,82398,37806,44592,3373,23287,22520,14463,10114,8642
